Response_ID,Item_ID,Section,Score
R011,REL05,Relationship Assessment,4
R011,REL06,Relationship Assessment,4
R011,REL07,Relationship Assessment,3
R012,DIV01,Workforce Diversity,5
R012,DIV02,Workforce Diversity,4
R012,DIV03,Workforce Diversity,4
R012,DIV04,Workforce Diversity,5
R012,DIV05,Workforce Diversity,5
R012,DIV06,Workforce Diversity,5
R012,DIV07,Workforce Diversity,4
R012,DIV08,Workforce Diversity,3
R012,DIV09,Workforce Diversity,4
R012,INC01,Inclusion Practices,4
R012,INC02,Inclusion Practices,5
R012,INC03,Inclusion Practices,5
R012,INC04,Inclusion Practices,4
R012,INC05,Inclusion Practices,4
R012,INC06,Inclusion Practices,4
R012,INC07,Inclusion Practices,4
R012,INC08,Inclusion Practices,4
R012,INC09,Inclusion Practices,4
R012,INC10,Inclusion Practices,2
R012,PERF01,Organizational Performance,4
R012,PERF02,Organizational Performance,4
R012,PERF03,Organizational Performance,4
R012,PERF04,Organizational Performance,4
R012,PERF05,Organizational Performance,4
R012,PERF06,Organizational Performance,4
R012,PERF07,Organizational Performance,5
R012,PERF08,Organizational Performance,5
R012,PERF09,Organizational Performance,4
R012,PERF10,Organizational Performance,4
R012,PERF11,Organizational Performance,5
R012,REL01,Relationship Assessment,4
R012,REL02,Relationship Assessment,4
R012,REL03,Relationship Assessment,4
R012,REL04,Relationship Assessment,4
R012,REL05,Relationship Assessment,4
R012,REL06,Relationship Assessment,5
R012,REL07,Relationship Assessment,4
R013,DIV01,Workforce Diversity,5
R013,DIV02,Workforce Diversity,5
R013,DIV03,Workforce Diversity,5
R013,DIV04,Workforce Diversity,5
R013,DIV05,Workforce Diversity,5
R013,DIV06,Workforce Diversity,5
R013,DIV07,Workforce Diversity,5
R013,DIV08,Workforce Diversity,2
R013,DIV09,Workforce Diversity,4
R013,INC01,Inclusion Practices,5
R013,INC02,Inclusion Practices,4
R013,INC03,Inclusion Practices,4
R013,INC04,Inclusion Practices,4
R013,INC05,Inclusion Practices,2
R013,INC06,Inclusion Practices,4
R013,INC07,Inclusion Practices,5
R013,INC08,Inclusion Practices,4
R013,INC09,Inclusion Practices,5
R013,INC10,Inclusion Practices,4
R013,PERF01,Organizational Performance,4
R013,PERF02,Organizational Performance,5
R013,PERF03,Organizational Performance,4
R013,PERF04,Organizational Performance,4
R013,PERF05,Organizational Performance,5
R013,PERF06,Organizational Performance,5
R013,PERF07,Organizational Performance,5
R013,PERF08,Organizational Performance,5
R013,PERF09,Organizational Performance,4
R013,PERF10,Organizational Performance,5
R013,PERF11,Organizational Performance,4
R013,REL01,Relationship Assessment,4
R013,REL02,Relationship Assessment,4
R013,REL03,Relationship Assessment,4
R013,REL04,Relationship Assessment,5
R013,REL05,Relationship Assessment,4
R013,REL06,Relationship Assessment,5
R013,REL07,Relationship Assessment,4
R014,DIV01,Workforce Diversity,5
R014,DIV02,Workforce Diversity,5
R014,DIV03,Workforce Diversity,5
R014,DIV04,Workforce Diversity,5
R014,DIV05,Workforce Diversity,5
R014,DIV06,Workforce Diversity,5
R014,DIV07,Workforce Diversity,5
R014,DIV08,Workforce Diversity,5
R014,DIV09,Workforce Diversity,5
R014,INC01,Inclusion Practices,5
R014,INC02,Inclusion Practices,5
R014,INC03,Inclusion Practices,5
R014,INC04,Inclusion Practices,5
R014,INC05,Inclusion Practices,5
R014,INC06,Inclusion Practices,5
R014,INC07,Inclusion Practices,5
R014,INC08,Inclusion Practices,5
R014,INC09,Inclusion Practices,5
R014,INC10,Inclusion Practices,5
R014,PERF01,Organizational Performance,5
R014,PERF02,Organizational Performance,5
R014,PERF03,Organizational Performance,5
R014,PERF04,Organizational Performance,5
R014,PERF05,Organizational Performance,5
R014,PERF06,Organizational Performance,5
R014,PERF07,Organizational Performance,5
R014,PERF08,Organizational Performance,5
R014,PERF09,Organizational Performance,5
R014,PERF10,Organizational Performance,5
R014,PERF11,Organizational Performance,5
R014,REL01,Relationship Assessment,5
R014,REL02,Relationship Assessment,5
R014,REL03,Relationship Assessment,5
R014,REL04,Relationship Assessment,5
R014,REL05,Relationship Assessment,5
R014,REL06,Relationship Assessment,5
R014,REL07,Relationship Assessment,5
R015,DIV01,Workforce Diversity,4
R015,DIV02,Workforce Diversity,5
R015,DIV03,Workforce Diversity,5
R015,DIV04,Workforce Diversity,4
R015,DIV05,Workforce Diversity,5
R015,DIV06,Workforce Diversity,5
R015,DIV07,Workforce Diversity,4
R015,DIV08,Workforce Diversity,4
R015,DIV09,Workforce Diversity,5
R015,INC01,Inclusion Practices,4
R015,INC02,Inclusion Practices,5
R015,INC03,Inclusion Practices,4
R015,INC04,Inclusion Practices,4
R015,INC05,Inclusion Practices,4
R015,INC06,Inclusion Practices,4
R015,INC07,Inclusion Practices,4
R015,INC08,Inclusion Practices,4
R015,INC09,Inclusion Practices,4
R015,INC10,Inclusion Practices,4
R015,PERF01,Organizational Performance,4
R015,PERF02,Organizational Performance,5
R015,PERF03,Organizational Performance,4
R015,PERF04,Organizational Performance,4
R015,PERF05,Organizational Performance,5
R015,PERF06,Organizational Performance,4
R015,PERF07,Organizational Performance,5
R015,PERF08,Organizational Performance,5
R015,PERF09,Organizational Performance,4
R015,PERF10,Organizational Performance,4
R015,PERF11,Organizational Performance,4
R015,REL01,Relationship Assessment,4
R015,REL02,Relationship Assessment,4
R015,REL03,Relationship Assessment,4
R015,REL04,Relationship Assessment,4
R015,REL05,Relationship Assessment,5
R015,REL06,Relationship Assessment,5
R015,REL07,Relationship Assessment,4
R016,DIV01,Workforce Diversity,2
R016,DIV02,Workforce Diversity,4
R016,DIV03,Workforce Diversity,4
R016,DIV04,Workforce Diversity,4
R016,DIV05,Workforce Diversity,4
R016,DIV06,Workforce Diversity,4
R016,DIV07,Workforce Diversity,4
R016,DIV08,Workforce Diversity,1
R016,DIV09,Workforce Diversity,4
R016,INC01,Inclusion Practices,4
R016,INC02,Inclusion Practices,4
R016,INC03,Inclusion Practices,4
R016,INC04,Inclusion Practices,4
R016,INC05,Inclusion Practices,5
R016,INC06,Inclusion Practices,4
R016,INC07,Inclusion Practices,4
R016,INC08,Inclusion Practices,4
R016,INC09,Inclusion Practices,4
R016,INC10,Inclusion Practices,4
R016,PERF01,Organizational Performance,4
R016,PERF02,Organizational Performance,4
R016,PERF03,Organizational Performance,4
R016,PERF04,Organizational Performance,4
R016,PERF05,Organizational Performance,4
R016,PERF06,Organizational Performance,5
R016,PERF07,Organizational Performance,5
R016,PERF08,Organizational Performance,5
R016,PERF09,Organizational Performance,4
R016,PERF10,Organizational Performance,4
R016,PERF11,Organizational Performance,5
R016,REL01,Relationship Assessment,4
R016,REL02,Relationship Assessment,4
R016,REL03,Relationship Assessment,4
R016,REL04,Relationship Assessment,4
R016,REL05,Relationship Assessment,4
R016,REL06,Relationship Assessment,4
R016,REL07,Relationship Assessment,4
R017,DIV01,Workforce Diversity,5
R017,DIV02,Workforce Diversity,3
R017,DIV03,Workforce Diversity,4
R017,DIV04,Workforce Diversity,4
R017,DIV05,Workforce Diversity,4
R017,DIV06,Workforce Diversity,4
R017,DIV07,Workforce Diversity,4
R017,DIV08,Workforce Diversity,3
R017,DIV09,Workforce Diversity,4
R017,INC01,Inclusion Practices,3
R017,INC02,Inclusion Practices,3
R017,INC03,Inclusion Practices,3
R017,INC04,Inclusion Practices,2
R017,INC05,Inclusion Practices,3
R017,INC06,Inclusion Practices,2
R017,INC07,Inclusion Practices,4
R017,INC08,Inclusion Practices,4
R017,INC09,Inclusion Practices,5
R017,INC10,Inclusion Practices,4
R017,PERF01,Organizational Performance,2
R017,PERF02,Organizational Performance,2
R017,PERF03,Organizational Performance,4
R017,PERF04,Organizational Performance,4
R017,PERF05,Organizational Performance,3
R017,PERF06,Organizational Performance,4
R017,PERF07,Organizational Performance,4
R017,PERF08,Organizational Performance,4
R017,PERF09,Organizational Performance,4
R017,PERF10,Organizational Performance,4
R017,PERF11,Organizational Performance,4
R017,REL01,Relationship Assessment,4
R017,REL02,Relationship Assessment,4
R017,REL03,Relationship Assessment,4
R017,REL04,Relationship Assessment,4
R017,REL05,Relationship Assessment,4
R017,REL06,Relationship Assessment,4
R017,REL07,Relationship Assessment,4
R018,DIV01,Workforce Diversity,4
R018,DIV02,Workforce Diversity,4
R018,DIV03,Workforce Diversity,4
R018,DIV04,Workforce Diversity,4
R018,DIV05,Workforce Diversity,4
R018,DIV06,Workforce Diversity,4
R018,DIV07,Workforce Diversity,4
R018,DIV08,Workforce Diversity,3
R018,DIV09,Workforce Diversity,4
R018,INC01,Inclusion Practices,4
R018,INC02,Inclusion Practices,4
R018,INC03,Inclusion Practices,4
R018,INC04,Inclusion Practices,4
R018,INC05,Inclusion Practices,4
R018,INC06,Inclusion Practices,4
R018,INC07,Inclusion Practices,4
R018,INC08,Inclusion Practices,4
R018,INC09,Inclusion Practices,4
R018,INC10,Inclusion Practices,4
R018,PERF01,Organizational Performance,3
R018,PERF02,Organizational Performance,4
R018,PERF03,Organizational Performance,4
R018,PERF04,Organizational Performance,4
R018,PERF05,Organizational Performance,4
R018,PERF06,Organizational Performance,4
R018,PERF07,Organizational Performance,5
R018,PERF08,Organizational Performance,5
R018,PERF09,Organizational Performance,4
R018,PERF10,Organizational Performance,4
R018,PERF11,Organizational Performance,3
R018,REL01,Relationship Assessment,4
R018,REL02,Relationship Assessment,4
R018,REL03,Relationship Assessment,5
R018,REL04,Relationship Assessment,5
R018,REL05,Relationship Assessment,4
R018,REL06,Relationship Assessment,4
R018,REL07,Relationship Assessment,3
R019,DIV01,Workforce Diversity,4
R019,DIV02,Workforce Diversity,4
R019,DIV03,Workforce Diversity,4
R019,DIV04,Workforce Diversity,5
R019,DIV05,Workforce Diversity,5
R019,DIV06,Workforce Diversity,5
R019,DIV07,Workforce Diversity,4
R019,DIV08,Workforce Diversity,2
R019,DIV09,Workforce Diversity,4
R019,INC01,Inclusion Practices,5
R019,INC02,Inclusion Practices,4
R019,INC03,Inclusion Practices,5
R019,INC04,Inclusion Practices,4
R019,INC05,Inclusion Practices,5
R019,INC06,Inclusion Practices,4
R019,INC07,Inclusion Practices,4
R019,INC08,Inclusion Practices,5
R019,INC09,Inclusion Practices,4
R019,INC10,Inclusion Practices,4
R019,PERF01,Organizational Performance,4
R019,PERF02,Organizational Performance,4
R019,PERF03,Organizational Performance,4
R019,PERF04,Organizational Performance,4
R019,PERF05,Organizational Performance,5
R019,PERF06,Organizational Performance,4
R019,PERF07,Organizational Performance,4
R019,PERF08,Organizational Performance,5
R019,PERF09,Organizational Performance,4
R019,PERF10,Organizational Performance,4
R019,PERF11,Organizational Performance,5
R019,REL01,Relationship Assessment,4
R019,REL02,Relationship Assessment,5
R019,REL03,Relationship Assessment,4
R019,REL04,Relationship Assessment,4
R019,REL05,Relationship Assessment,4
R019,REL06,Relationship Assessment,4
R019,REL07,Relationship Assessment,5
R020,DIV01,Workforce Diversity,2
R020,DIV02,Workforce Diversity,4
R020,DIV03,Workforce Diversity,4
R020,DIV04,Workforce Diversity,4
R020,DIV05,Workforce Diversity,4
R020,DIV06,Workforce Diversity,5
R020,DIV07,Workforce Diversity,5
R020,DIV08,Workforce Diversity,4
R020,DIV09,Workforce Diversity,4
R020,INC01,Inclusion Practices,4
R020,INC02,Inclusion Practices,5
R020,INC03,Inclusion Practices,5
R020,INC04,Inclusion Practices,5
R020,INC05,Inclusion Practices,4
R020,INC06,Inclusion Practices,3
R020,INC07,Inclusion Practices,4
R020,INC08,Inclusion Practices,4
R020,INC09,Inclusion Practices,5
R020,INC10,Inclusion Practices,5
R020,PERF01,Organizational Performance,4
R020,PERF02,Organizational Performance,3
R020,PERF03,Organizational Performance,4
R020,PERF04,Organizational Performance,4
R020,PERF05,Organizational Performance,5
R020,PERF06,Organizational Performance,4
R020,PERF07,Organizational Performance,4
R020,PERF08,Organizational Performance,5
R020,PERF09,Organizational Performance,4
R020,PERF10,Organizational Performance,4
R020,PERF11,Organizational Performance,4
R020,REL01,Relationship Assessment,3
R020,REL02,Relationship Assessment,5
R020,REL03,Relationship Assessment,4
R020,REL04,Relationship Assessment,4
R020,REL05,Relationship Assessment,5
R020,REL06,Relationship Assessment,5
R020,REL07,Relationship Assessment,4
R021,DIV01,Workforce Diversity,4
R021,DIV02,Workforce Diversity,4
R021,DIV03,Workforce Diversity,5
R021,DIV04,Workforce Diversity,4
R021,DIV05,Workforce Diversity,4
R021,DIV06,Workforce Diversity,4
R021,DIV07,Workforce Diversity,4
R021,DIV08,Workforce Diversity,2
R021,DIV09,Workforce Diversity,4
R021,INC01,Inclusion Practices,4
R021,INC02,Inclusion Practices,4
R021,INC03,Inclusion Practices,3
R021,INC04,Inclusion Practices,4
R021,INC05,Inclusion Practices,4
R021,INC06,Inclusion Practices,3
R021,INC07,Inclusion Practices,4
R021,INC08,Inclusion Practices,4
R021,INC09,Inclusion Practices,4
R021,INC10,Inclusion Practices,4
R021,PERF01,Organizational Performance,3
R021,PERF02,Organizational Performance,5
R021,PERF03,Organizational Performance,4
R021,PERF04,Organizational Performance,4
R021,PERF05,Organizational Performance,5
R021,PERF06,Organizational Performance,4
